categoryid,parentid,categoryname,categoryorder,categoryvisible,alternateurl,lastmodified,category_displaymode,subcategory_displaymode1,subcategory_displaymode2,display_columns,display_rows,display_showlistprice,display_showsaleprice,display_showyousave,display_showdescriptionshort,display_showdescription,display_showstockstatus,display_showavailability,display_featuredproductsonly,subcategory_displaymode2_columns,rootid,metatag_title,metatag_description,default_sortby,link_title_tag,lastmodby,category_graphic_placement,subcategory_displaycolumns,filtercategory,auto_maintained_optioncatid,auto_maintained_optionid,private_section_customers_only,categorydescriptionshort,categorydescription,metatag_keywords,categorydescription_belowproducts,custom_where_clause,custom_metatags_override,alternateurl_opennewwindow,hidden,display_showpoints,vcompareoptout,breadcrumb,subcategory_displaymode1_responsive,subcategory_displaycolumns_responsive,category_displaymode_responsive,display_columns_responsive,subcategory_displaymode2_responsive,vendorcategory
428,322,Towel Warmers,2,,,9/4/2015 09:04,,,,,10,N,N,N,N,N,N,N,N,,322,,,,,1,,,N,,,N,,,,,,,N,N,N,N,Decorative Sinks & Faucets,,3,7,4,,
429,330,Spa Table Decor,,,,10/28/2015 14:49,,,,,10,N,N,N,N,N,N,N,N,,330,,,Popularity,,1,,,N,,,N,,,,,,,N,N,N,N,Textiles & Spa Linens,,3,7,4,,
430,265,Beverage Tables,4,,,9/5/2015 09:35,,,,,10,N,N,N,N,N,N,N,N,,265,,,,,1,,,N,,,N,,,,,,,N,N,N,N,Reception & Waiting,,3,7,4,,
431,270,Manicure Table Loungers,,,,9/26/2015 22:09,,,,,10,N,N,N,N,N,N,N,N,,270,,,,,1,,,N,,,N,,,,,,,N,N,N,N,Manicure,,3,7,4,,
432,330,Spa Robes,,,,3/9/2016 13:58,,,,,10,N,N,N,N,N,N,N,N,,330,"Comfortable Spa Robes & Wraps: Cotton, Microfiber & More","Stock up on luxurious robes & wraps for your spa here! We have 100% Terrycloth, Turkish cotton & Microfiber/Polyester robes. Call 866-990-7750 for details!",Popularity,Spa Robes,1,,,N,,,N,,,Spa Robes,,,,N,N,N,N,Textiles & Spa Linens,,3,7,4,,
436,264,Barber Chairs,7,,,2/5/2018 12:47,,,,,10,N,N,N,N,N,N,N,N,,264,Hydraulic Barber & Beauty Parlour Chairs,"For modern, vintage & retro-style barber chairs, look no further than Michele Pelafas Inc. Many options are perfectly suited for today’s barbershop.",PriceHigh,Barber Chairs,1,,,N,,,N,<p></p>,"<div class=""category-seo""><h1>Barbershop & Beauty Parlour Chairs</h1><p>Finding the right beauty parlour chair is a snap with Michele Pelafas Inc. Through this page, you can navigate your way to a hydraulic barber chair that suits your needs and budget perfectly. Our selection of modern barbershop chairs is truly comprehensive, and we offer some of the most competitive prices around. Most importantly of all, every item we carry is of the utmost quality and style.</p><p>If you're looking for a retro barber’s chair, Michele Pelafas Inc. has you covered. Our lineup includes vintage-style barber chairs all the way through completely modern barber chairs so you can get precisely what you need. Whatever the overall design scheme of your salon or spa is, there are sure to be plenty of barber chairs in our lineup that suit it to a T. Our everyday low prices can't be beat, and free shipping is available for many items. Place your order today!</p></div>",,,,,N,N,N,N,Styling Area,,3,7,4,,
437,0,Fabrics & Finishes,,,,4/2/2016 09:04,,,,,,,,,,,,,,,437,,,,,1,,,N,,,N,,,,,,,N,N,,N,,,3,,3,,
439,102,Color Stories & Samples,10,,,3/11/2018 08:10,,,1,,10,N,N,N,N,N,N,N,N,,102,Fabrics & Finishes by Michele Pelafas,,,Fabrics & Finishes by Michele Pelafas,1,,,N,,,N,,,,,,,N,N,N,N,Lifestyle Products,0,7,7,6,,
441,439,Solid Surfaces,3,,,6/5/2016 15:26,,,,,10,N,N,N,N,N,N,N,N,,102,Solid Surface Samples,"Michele Pelafas, Inc. premium solid surface collection materials for custom salon and spa furniture including solid surface samples, solid surfaces finishes, countertop material and counter top finishes.",,Solid Surface Samples,1,,,N,,,N,,,"Michele Pelafas finishes, solid surface, solid surface finishes, solid surface materials, solid surface samples, Michele Pelafas solid surface, Michele Pelafas solid surface finishes, Michele Pelafas solid surface materials, Michele Pelafas solid surface samples, Michele Pelafas countertop finishes",,,,N,N,N,N,Lifestyle Products > Color Stories & Samples,,4,7,4,,
442,439,Performance Vinyls,0,,,3/11/2018 08:18,,,1,,,,,,,,,,,,102,,,,,1,,,N,,,N,,,,,,,N,N,,N,Lifestyle Products > Color Stories & Samples,0,7,,3,,
443,439,Hard Surfaces,3,,,6/7/2016 09:10,,,,,,N,N,N,N,N,N,N,N,,102,Laminate Samples,,,Laminate Sample,1,,,N,,,N,,,,,,,N,N,N,N,Lifestyle Products > Color Stories & Samples,,4,7,4,,
444,439,Soft Plush Fabrics,1,,,4/24/2016 10:22,,,,,10,N,N,N,N,N,N,N,N,,102,Soft & Plush Fabric Collection,,,Soft & Plush Fabric Collection,1,,,N,,,N,,,,,,,N,N,N,N,Lifestyle Products > Color Stories & Samples,0,7,7,4,,
445,442,Grade A,,,,4/24/2016 10:16,,,,,10,N,N,N,N,N,N,N,N,,102,Grade A Vinyl Collection,,,Grade A Vinyl Collection,1,,,N,,,N,,,,,,,N,N,N,N,Lifestyle Products > Color Stories & Samples > Performance Vinyls,,3,7,4,,
446,442,Grade B,,,,4/25/2016 20:50,,,,,10,N,N,N,N,N,N,N,N,,102,,,,,1,,,N,,,N,,,,,,,N,N,N,N,Lifestyle Products > Color Stories & Samples > Performance Vinyls,,3,,4,,
448,442,Prints & Patterns,,,,4/2/2016 14:59,,,,,,,,,,,,,,,102,,,,,1,,,N,,,N,,,,,,,N,N,,N,Lifestyle Products > Color Stories & Samples > Performance Vinyls,,3,,3,,
449,442,Metallics,,,,4/25/2016 20:51,,,,,10,N,N,N,N,N,N,N,N,,102,,,,,1,,,N,,,N,,,,,,,N,N,N,N,Lifestyle Products > Color Stories & Samples > Performance Vinyls,,3,,4,,
450,439,Ultraleather,2,,,4/3/2016 09:06,,,,,,,,,,,,,,,102,,,,,1,,,N,,,N,,,,,,,N,N,,N,Lifestyle Products > Color Stories & Samples,,3,,3,,
451,444,Crush Velvet,0,,,4/24/2016 09:24,,,,,10,N,N,N,N,N,N,N,N,,102,,,,,1,,,N,,,N,,,,,,,N,N,N,N,Lifestyle Products > Color Stories & Samples > Soft Plush Fabrics,,3,7,4,,
452,444,Cashmere,1,,,4/23/2016 11:03,,,,,10,N,N,N,N,N,N,N,N,,102,,,,,1,,,N,,,N,,,,,,,N,N,N,N,Lifestyle Products > Color Stories & Samples > Soft Plush Fabrics,,3,7,4,,
453,444,Bella,2,,,4/23/2016 10:21,,,,,10,N,N,N,N,N,N,N,N,,102,,,,,1,,,N,,,N,,,,,,,N,N,N,N,Lifestyle Products > Color Stories & Samples > Soft Plush Fabrics,,3,7,4,,
454,444,Flannel,2,,,4/23/2016 11:04,,,,,10,N,N,N,N,N,N,N,N,,102,,,,,1,,,N,,,N,,,,,,,N,N,N,N,Lifestyle Products > Color Stories & Samples > Soft Plush Fabrics,,3,7,4,,
455,444,City Suede,3,,,4/23/2016 10:48,,,,,10,N,N,N,N,N,N,N,N,,102,,,,,1,,,N,,,N,,,,,,,N,N,N,N,Lifestyle Products > Color Stories & Samples > Soft Plush Fabrics,,3,7,3,,
456,444,Chenille,3,,,4/23/2016 11:05,,,,,10,N,N,N,N,N,N,N,N,,102,,,,,1,,,N,,,N,,,,,,,N,N,N,N,Lifestyle Products > Color Stories & Samples > Soft Plush Fabrics,,3,7,4,,
457,441,Whites,,,,6/5/2016 12:20,,,,,,N,N,N,N,N,N,N,N,,102,Solid Surface Samples Whites,,,Solid Surface Samples White,1,,,N,,,N,,,,,,,N,N,N,N,Lifestyle Products > Color Stories & Samples > Solid Surfaces,,3,7,4,,
458,441,Greys,,,,6/5/2016 12:16,,,,,,N,N,N,N,N,N,N,N,,102,Solid Surface Samples Greys,,,Solid Surface Samples Grey,1,,,N,,,N,,,,,,,N,N,N,N,Lifestyle Products > Color Stories & Samples > Solid Surfaces,,3,7,4,,
459,441,Creams & Beige,,,,6/5/2016 12:13,,,,,10,N,N,N,N,N,N,N,N,,102,Solid Surface Samples Creams & Beige,,,Solid Surface Samples Cream-s & Beige,1,,,N,,,N,,,,,,,N,N,N,N,Lifestyle Products > Color Stories & Samples > Solid Surfaces,,3,7,4,,
460,441,Medium Warm Neutrals,,,,6/5/2016 15:30,,,,,,N,N,N,N,N,N,N,N,,102,Solid Surface Samples Mid-Tone Warm Neutral,,,Solid Surface Samples Mid-tone Warm Neutral,1,,,N,,,N,,,,,,,N,N,N,N,Lifestyle Products > Color Stories & Samples > Solid Surfaces,,3,7,4,,
461,441,Green & Blue Neutrals,,,,6/5/2016 15:41,,,,,10,N,N,N,N,N,N,N,N,,102,Solid Surface Samples Neutral Blues & Greens,,,Solid Surface Samples Neutral Blue-s & Green,1,,,N,,,N,,,,,,,N,N,N,N,Lifestyle Products > Color Stories & Samples > Solid Surfaces,,3,7,4,,
462,441,Dark Tones & Black,,,,6/5/2016 15:31,,,,,,N,N,N,N,N,N,N,N,,102,Solid Surface Samples Dark Warm Black,,,Solid Surface Samples Dark Warm Black,1,,,N,,,N,,,,,,,N,N,N,N,Lifestyle Products > Color Stories & Samples > Solid Surfaces,,3,7,4,,
463,443,White & Cream Laminate,,,,6/5/2016 15:46,,,,,,,,,,,,,,,102,,,,,1,,,N,,,N,,,,,,,N,N,,N,Lifestyle Products > Color Stories & Samples > Hard Surfaces,,3,,3,,
464,443,Grey to Black Woods,,,,6/5/2016 15:44,,,,,,,,,,,,,,,102,,,,,1,,,N,,,N,,,,,,,N,N,,N,Lifestyle Products > Color Stories & Samples > Hard Surfaces,,3,,3,,
465,443,Black Laminate,,,,6/5/2016 15:24,,,,,,,,,,,,,,,102,,,,,1,,,N,,,N,,,,,,,N,N,,N,Lifestyle Products > Color Stories & Samples > Hard Surfaces,,3,,3,,
466,443,Light Woods,,,,6/5/2016 15:24,,,,,,,,,,,,,,,102,,,,,1,,,N,,,N,,,,,,,N,N,,N,Lifestyle Products > Color Stories & Samples > Hard Surfaces,,3,,3,,
467,443,Neutral Abstract Patterns,,,,6/5/2016 15:46,,,,,,,,,,,,,,,102,,,,,1,,,N,,,N,,,,,,,N,N,,N,Lifestyle Products > Color Stories & Samples > Hard Surfaces,,3,,3,,
468,443,Dark Rich Woods,,,,6/5/2016 15:25,,,,,,,,,,,,,,,102,,,,,1,,,N,,,N,,,,,,,N,N,,N,Lifestyle Products > Color Stories & Samples > Hard Surfaces,,3,,3,,
469,443,Medium Warm Browns,,,,6/5/2016 15:37,,,,,,,,,,,,,,,102,,,,,1,,,N,,,N,,,,,,,N,N,,N,Lifestyle Products > Color Stories & Samples > Hard Surfaces,,3,,3,,
470,443,Medium Muted Woods,,,,6/5/2016 15:38,,,,,,,,,,,,,,,102,,,,,1,,,N,,,N,,,,,,,N,N,,N,Lifestyle Products > Color Stories & Samples > Hard Surfaces,,3,,3,,
471,443,Interesting Laminate,,,,6/5/2016 15:45,,,,,,,,,,,,,,,102,,,,,1,,,N,,,N,,,,,,,N,N,,N,Lifestyle Products > Color Stories & Samples > Hard Surfaces,,3,,3,,
472,275,Wash Shampoo Bowls,2,1,,2/13/2018 08:38,,,,,10,N,N,N,N,N,N,N,N,,275,,,,,1,,,N,,,N,,,,,,,N,N,N,N,Shampoo,,3,7,4,,
473,275,Infra Red Lamp,3,1,,2/13/2018 09:45,,,,,10,N,N,N,N,N,N,N,N,,275,,,,,1,,,N,,,N,,,,,,,N,N,N,N,Shampoo,,3,7,4,,
475,275,Barber Sink,4,1,,2/13/2018 16:19,,,,,10,N,N,N,N,N,N,N,,,275,,,,,1,,,N,,,N,,,,,,,N,N,N,N,Shampoo,,3,7,4,,
478,107,Exclusive Benefits,5,,,2/19/2018 16:56,,,,,,,,,,,,,,,107,,,,,1,,,N,,,N,,"<style type=""text/css"">p.p1 {margin: 0.0px 0.0px 0.0px 0.0px; line-height: 22.0px; font: 12.0px Arial; color: #000000; -webkit-text-stroke: #a8a8a8}p.p2 {margin: 0.0px 0.0px 0.0px 0.0px; line-height: 55.0px; font: 12.0px Arial; color: #000000; -webkit-text-stroke: #333333; background-color: #ffffff}p.p3 {margin: 0.0px 0.0px 0.0px 0.0px; line-height: 24.0px; font: 12.0px Arial; color: #000000; -webkit-text-stroke: #a8a8a8}p.p4 {margin: 0.0px 0.0px 0.0px 0.0px; line-height: 15.0px; font: 12.0px Arial; color: #000000; -webkit-text-stroke: #a8a8a8; background-color: #ffffff}span.s1 {font-kerning: none}span.s2 {font-kerning: none; background-color: #ffffff}</style><p class=""p1"">	<span class=""s1""><inline style=""color: rgb(0, 0, 0); font-size: 18px;""><br /><br />With your commitment to purchase the Comprehensive Design Program, you qualify for Michele Pelafas Exclusive Benefits™ which entitles you to a 20% discount on the Comprehensive Design Program and a 25% discount on Michele Pelafas furniture & equipment*.<br /><br /></inline></span></p><p class=""p2"">	<span class=""s1""><inline style=""color: rgb(54, 96, 146);""><b><inline style=""color: rgb(177, 151, 106); font-size: 30px;"">COMPREHENSIVE INTERIOR DESIGN PROGRAM</inline></b></inline></span></p><ul>	<li><inline style=""""><span style=""color: rgb(0, 0, 0); font-family: Arial; letter-spacing: 0px; -webkit-text-stroke: rgb(168, 168, 168);""><inline style=""color: rgb(0, 0, 0);"">Review & Anaysis of Site Plans</inline></span></inline></li>	<li><inline style=""""><span style=""font-family: Arial; letter-spacing: 0px; -webkit-text-stroke-width: initial;""><inline style=""color: rgb(0, 0, 0);"">Budget Planning</inline></span></inline></li>	<li><inline style=""color: rgb(0, 0, 0);"">Floor Plan Layout & Design</inline></li>	<li><inline style=""color: rgb(0, 0, 0);"">Concept Vision Board & Colors</inline></li>	<li><inline style=""color: rgb(0, 0, 0);"">Materials & Finishes</inline></li>	<li><inline style=""color: rgb(0, 0, 0);"">Rendering</inline></li>	<li><inline style=""color: rgb(0, 0, 0);"">Furniture & Equipment Selections</inline></li>	<li><inline style=""color: rgb(0, 0, 0);"">Ceiling & Lighting Design</inline></li>	<li><inline style=""color: rgb(0, 0, 0);"">Flooring & Wall Finish Plan</inline></li>	<li><inline style=""color: rgb(0, 0, 0);"">Specifications & Cut Sheets</inline></li>	<li><inline style=""color: rgb(0, 0, 0);"">Elevations</inline></li>	<li><inline style=""color: rgb(0, 0, 0);"">Plumbing, Electrical & Communications Plans</inline></li>	<li><inline style=""color: rgb(0, 0, 0);"">Framing & Building Plans</inline></li>	<li><inline style=""color: rgb(0, 0, 0);"">Door Schedules</inline></li>	<li><inline style=""color: rgb(0, 0, 0);"">Project Design Book</inline></li></ul><inline style=""color: rgb(165, 165, 165);""><br /><img src=""/v/vspfiles/assets/images/10-solaia-lss-details_orig.jpg"" /><br /></inline><p class=""p4"">	<span class=""s1""><i><inline style=""color: rgb(165, 165, 165);""><br />*The 25% discount is taken off of the List Price of Products by Michele Pelafas, Inc.</inline></i></span></p>",,,,,N,N,,N,Interior Design,,3,,3,,
479,439,Angel Blush,,,,3/23/2018 16:25,,,,,,N,N,N,N,N,N,N,N,,102,Angel Blush Color Collection,"Our Angel Blush color collection was inspired by my favorite blush, Angel by Paula Dorf.  It's subtle glow and delicate femininity is my every day go to cheek color and it's neutral undertones blend flawlessly with these modern colors in my interior design palette.",Title,Angel Blush Michele Pelafas Collection,1,,,N,,,N,"<h1 style=""background-color: rgb(255, 255, 255);""></h1>","<h1><inline style=""color: rgb(181, 150, 109);"">Angel Blush - A Color Story</inline></h1>I can get lost in these inviting, restful and contemporary colors found in our Angel Blush color collection for your new interior.  Angel Blush is the new neutral, especially when paired with these light to dark taupes and warm whites.  I am drawn in by that fashion-element found here and that cocoon of comfort.  The dreamy hues of pinks, taupes and soft whites are so stylish together while embodying a restful and calming haven with a gorgeous natural ""lit from within"" glow.  Mix and match - they all work together flawlessly!  <br /><p class=""MsoNormal"" style=""margin-bottom:10.0pt;line-height:115%""><o:p></o:p></p>","Angel Blush, Paula Dorf, blush, angel, pink interior, rose interior, pink color palette, color collection, Michele Pelafas Angel Blush, Michele Pelafas furniture, michele pelafas design, michele pelafas","The Angel Blush color collection was inspired by my every day blush color Angel from Paula Dorf.  As the name depicts, it has a sweet but subtle glow- perfect for every day.  I cannot describe myself as a pink lover - I have been avoiding it in my wardrobe for years (although I am feeling it this spring).  No surprise, my color of blush is not bright or flashy.  In fact, my go-to pinky shade is a bit of a neutral with a beige and taupe undertone making it irresistibly modern.  I love how it pairs with a dark taupe shadow and accents of warm wenge and soft whites for a wistful coolness.  At the same time, its subtle glow exudes a peaceful serenity and delicate femininity. <span style=""font-size: 11pt; font-family: Calibri, sans-serif;""><br /></span>",,,N,N,N,N,Lifestyle Products > Color Stories & Samples,,7,7,3,,
480,268,Electrolysis Tables,11,1,,3/15/2018 14:05,,,,,10,N,N,N,N,N,N,N,N,,268,Electrolysis Tables & Chairs,Michele Pelafas offers high quality electrolysis tables and chairs made in North America including a wide variety of selections.,,Electrolysis Tables & Chairs,1,TOP,,N,,,N,,,"Electrolysis chairs, electrolysis tables",,,,N,N,N,N,Spa Furniture & Massage,1,8,7,4,3,
482,268,Medical Spa Chairs,5,,,3/15/2018 18:29,,,,,,N,N,N,N,N,N,N,N,,268,,,,,1,,,N,,,N,,,,,,,N,N,N,N,Spa Furniture & Massage,,3,7,3,,
483,268,Facials & Waxing Tables,4,,,3/15/2018 18:30,,,,,,N,N,N,N,N,N,N,N,,268,,,PriceLow,,1,,,N,,,N,,,,,,,N,N,N,N,Spa Furniture & Massage,,3,7,3,,
485,102,Home & Bedroom,8,1,,6/12/2018 10:29,,,,,,,,,,,,,,,102,,,,,1,,,N,,,N,,,,,,,N,N,,N,Lifestyle Products,,3,,3,,
486,485,Pillow Forms,,,,6/12/2018 10:42,,,,,,N,N,N,N,N,N,N,N,,102,,,,,1,,,N,,,N,,,,,,,N,N,N,N,Lifestyle Products > Home & Bedroom,,3,,3,,
